holdepladsnr,navn,type nr,type navn,type ikon,etrs89koordinat øst,etrs89koordinat nord,wgs84koordinat bredde,wgs84koordinat længde,rejseplanen herfra,rejseplanen hertil,rejseplanen herframobil,rejseplanen hertilmobil,rejseplanen afgangstavle,rejseplanen ankomsttavle
8600734,Jyllingevej st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,718545,6177149,55.6908103227143,12.477205847446,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600734&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600734&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600734&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600734&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600734&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600734&boardType=arr&time=now&start=yes
8600736,Flintholm st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,719923,6176619,55.6854346795649,12.4986601371332,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600736&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600736&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600736&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600736&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600736&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600736&boardType=arr&time=now&start=yes
8600739,Bispebjerg st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,722504,6179082,55.7063476628424,12.5416317073289,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600739&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600739&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600739&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600739&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600739&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600739&boardType=arr&time=now&start=yes
8600740,KB Hallen st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,719567,6175768,55.6779634090945,12.492327534117,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600740&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600740&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600740&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600740&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600740&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600740&boardType=arr&time=now&start=yes
8600741,Ålholm st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,719648,6175144,55.672330308903,12.4931138989765,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600741&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600741&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600741&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600741&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600741&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600741&boardType=arr&time=now&start=yes
8600742,Danshøj st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,719732,6174250,55.6642742902961,12.4937316811136,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600742&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600742&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600742&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600742&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600742&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600742&boardType=arr&time=now&start=yes
8600756,Malmparken st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,712633,6180627,55.7246323803226,12.3860281212472,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600756&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600756&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600756&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600756&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600756&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600756&boardType=arr&time=now&start=yes
8600760,Sydhavn st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,722517,6173330,55.6547562547937,12.5371740316662,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600760&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600760&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600760&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600760&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600760&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600760&boardType=arr&time=now&start=yes
8600761,Sjælør st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,721911,6172963,55.6517418447097,12.5272651605538,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600761&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600761&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600761&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600761&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600761&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600761&boardType=arr&time=now&start=yes
8600763,Åmarken st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,720243,6171578,55.6400786663489,12.4996988746451,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600763&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600763&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600763&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600763&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600763&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600763&boardType=arr&time=now&start=yes
8600764,Friheden st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,719227,6170279,55.6288870838912,12.4825532147474,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600764&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600764&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600764&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600764&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600764&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600764&boardType=arr&time=now&start=yes
8600765,Avedøre st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,717467,6169778,55.6251832828179,12.4542560407,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600765&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600765&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600765&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600765&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600765&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600765&boardType=arr&time=now&start=yes
8600766,Brøndby Strand st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,715502,6169207,55.6209358207159,12.4226597956498,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600766&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600766&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600766&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600766&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600766&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600766&boardType=arr&time=now&start=yes
8600767,Vallensbæk st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,713336,6169359,55.6232534017291,12.3884443199793,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600767&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600767&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600767&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600767&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600767&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600767&boardType=arr&time=now&start=yes
8600768,Ishøj st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,711469,6168168,55.6133848531197,12.3579336004536,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600768&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600768&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600768&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600768&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600768&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600768&boardType=arr&time=now&start=yes
8600769,Hundige st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,710009,6166321,55.5974486524098,12.3333873797647,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600769&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600769&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600769&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600769&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600769&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600769&boardType=arr&time=now&start=yes
8600770,Greve st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,707715,6164402,55.5812174644445,12.2955992126574,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600770&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600770&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600770&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600770&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600770&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600770&boardType=arr&time=now&start=yes
8600771,Karlslunde st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,706108,6162662,55.5662901766364,12.2688510821882,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600771&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600771&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600771&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600771&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600771&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600771&boardType=arr&time=now&start=yes
8600780,Dyssegård st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,721985,6181986,55.7326291911701,12.53574328416,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600780&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600780&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600780&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600780&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600780&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600780&boardType=arr&time=now&start=yes
8600781,Kildebakke st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,720210,6183232,55.7446135431432,12.5085346098149,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600781&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600781&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600781&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600781&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600781&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600781&boardType=arr&time=now&start=yes
8600783,Ny Ellebjerg st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,721165,6172997,55.6523866938965,12.5154599449178,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600783&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600783&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600783&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600783&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600783&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600783&boardType=arr&time=now&start=yes
8600790,Solrød Strand st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,703077,6158845,55.5333177841629,12.2180635766763,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600790&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600790&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600790&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600790&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600790&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600790&boardType=arr&time=now&start=yes
8600791,Jersie st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,702537,6157412,55.5206858392201,12.2084739386469,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600791&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600791&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600791&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600791&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600791&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600791&boardType=arr&time=now&start=yes
8600792,Ølby st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,700681,6152764,55.4797505860856,12.175762032257,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600792&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600792&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600792&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600792&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600792&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600792&boardType=arr&time=now&start=yes
8600798,Høje Taastrup st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,705705,6171840,55.6487954045996,12.2693200222568,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600798&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600798&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600798&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600798&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600798&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600798&boardType=arr&time=now&start=yes
8600803,Køge st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,701462,6150325,55.4575473722657,12.1863328890783,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600803&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600803&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600803&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600803&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600803&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600803&boardType=arr&time=now&start=yes
8600804,Vigerslev Alle st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,720068,6173779,55.6598980027353,12.4986856258844,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600804&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600804&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600804&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600804&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600804&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600804&boardType=arr&time=now&start=yes
8600955,Kildedal st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,706249,6183365,55.7519515258874,12.2866234769663,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600955&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600955&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600955&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600955&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600955&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600955&boardType=arr&time=now&start=yes
8600956,Gl. Toftegård st,1,S-togsstation,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,699761,6186183,55.7799523514852,12.1854805373514,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600956&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600956&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600956&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600956&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600956&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600956&boardType=arr&time=now&start=yes
